File;Chapter;Paragraph;LLM response;Requirement
22876-j00;5.2.1	Description;In 3GPP TS 22.261 [16] Table 7.6.1-1, the max. end-to-end latency is 10 ms, the maximum data rate is [1] Gbits/s and reliability is 99.99% for Gaming or Interactive Data Exchanging.;POSSIBLE;The system shall ensure that the end-to-end latency for gaming and interactive data exchanging applications does not exceed 10 ms with a reliability of 99.99%.
22876-j00;5.2.6.1	Potential Functionality Requirements;[P.R.5.2.6-002] Subject to user consent and operator policy, the 5G system shall be able to provide means to predict and expose network condition changes (i.e. bitrate, latency, reliability) and receive user preferences on usage of the direct device connection or the direct network connection in order to meet the user experienced data rate and latency.;POSSIBLE;The system shall be able to predict and expose latency changes subject to user consent and operator policy.
22876-j00;5.2.6.1	Potential Functionality Requirements;[P.R.5.2.6-004] Subject to user consent and operator policy, the 5G system shall be able to maintain the QoS (latency, reliability, data rate as defined in the Table 5.2.6.2-1 below) of the communication path of the direct device connection.;POSSIBLE;The system shall maintain a latency that meets the Quality of Service (QoS) requirements as defined in Table 5.2.6.2-1 for the communication path of the direct device connection, subject to user consent and operator policy.
22876-j00;6.1.5	Existing features partly or fully covering the use case functionality;Based on operator policy, the 5G system shall be able to provide an indication about a planned change of bitrate, latency, or reliability for a QoS flow to an authorized 3rd party so that the 3rd party AI/ML application is able to adjust the application layer behaviour if time allows. The indication shall provide the anticipated time and location of the change, as well as the target QoS parameters.;POSSIBLE;The system shall provide an indication about a planned change of latency for a QoS flow to an authorized 3rd party within a timeframe that allows the 3rd party AI/ML application to adjust its behaviour before the change occurs.
22876-j00;6.1.6.1	Potential Functionality Requirements;[P.R.6.1-001] Subject to user consent, operator policies and regional or national regulatory requirements, the 5G system shall be able to support means to monitor a direct device connection and expose corresponding monitoring information (e.g. experienced data rate, latency) to an authorized 3rd party.;POSSIBLE;The system shall be able to provide latency monitoring information for a direct device connection to an authorized 3rd party, subject to user consent, operator policies and regional or national regulatory requirements.
22876-j00;7.1.5	Existing features partly or fully covering the use case functionality;Based on operator policy, the 5G system shall be able to provide an indication about a planned change of bitrate, latency, or reliability for a QoS flow to an authorized 3rd party so that the 3rd party AI/ML application is able to adjust the application layer behaviour if time allows. The indication shall provide the anticipated time and location of the change, as well as the target QoS parameters.;POSSIBLE;The system shall be able to generate and send an indication about a planned change of bitrate, latency, or reliability for a QoS flow to an authorized 3rd party with at least the anticipated time and location of the change, and the target QoS parameters, allowing sufficient time for adjustment of application layer behaviour.
22876-j00;7.1.5	Existing features partly or fully covering the use case functionality;Based on operator policy, 5G system shall be able to provide means to predict and expose predicted network condition changes (i.e. bitrate, latency, reliability) per UE, to an authorized third party.;POSSIBLE;The system shall provide a mechanism to predict and expose predicted latency condition changes per User Equipment (UE) to an authorized third party based on operator policy.
22882-j00;5.1.1	Description;There is an important type of traffic where energy efficiency policy, for example a maximum amount of energy to be utilized could be applied without conflict with this guidance. Best effort traffic is a type of traffic that is provided as a service to customers everything else being equal. Of course, security, privacy and complexity principles will not be sacrificed, but there is no conflict between a service policy that constrains performance (e.g. latency, throughput, even availability) on the basis of energy consumption and a best effort service, since there are no guarantees in the case of best effort traffic. We can say that best effort traffic is not associated with QoS policy service performance level criteria.;POSSIBLE;The system shall ensure that for best effort traffic, latency constraints based on energy efficiency policies do not conflict with the provision of a best effort service to customers.
22882-j00;5.1.1	Description;A large-scale logistics company L has deployed a large number of communicating components. These are integrated into vehicles, palettes, facilities, etc. Essentially, IoT terminals enable remote tracking and monitoring functions. The information gathered is relevant, but not constrained with respect to latency. In fact, eventual delivery (e.g. after hours or even a full day) of communication is entirely acceptable for L. The MNO M offers a 'green service' which limits the rate of energy utilized for communication over a particular time interval (e.g. per day) and this service is appropriate for L, whose overall corporate goals are also served by 'green service,' as they strive to operate with energy efficiency.;POSSIBLE;The system shall support a maximum latency of up to several hours or even a full day for the transmission of tracking and monitoring data from IoT terminals to the logistics company's systems.
22882-j00;5.1.3	Service flows;"4.	The policy indicates that latency can be traded off with energy consumption for service to L; the communication service is delay tolerant in this condition. As the energy consumption rate has exceeded the maximum, the latency is increased to enforce this policy. In effect, L's fleet receives very limited service, with high latency, even for a limited period of time, no service at all.";POSSIBLE;The system shall increase latency for communication services to user equipment (UE) in low-power mode when energy consumption exceeds the maximum allowed rate, as specified in 3GPP standards.
22882-j00;5.2.1	Description;Industrial campuses are very typical scenarios of edge computing and local traffic offload. Dedicated network facilities are usually deployed near the campus for lower latency and local data protection. This brings a problem that these network facilities are used only for the campus, so while the manufacturing load is light or during vacation, these network facilities will be in very light load or even no load. Under this scenario, the energy consumption of these network facilities will be unnecessary.;POSSIBLE;The system shall ensure that latency-critical applications operating on industrial campuses with dedicated edge computing and local traffic offload have a maximum one-way radio access network latency of 10 ms for at least 95% of the packets during periods of both high and low manufacturing load, in accordance with 3GPP TS 22.261.
22882-j00;5.2.2	Pre-conditions;Factory F, a smart manufacturing factory locates in a remote area outside the city. Factory F requires low latency in AGV transporting services and local data processing using computing vision to support image comparison for fault detection in circuit boards. Factory F has an agreement with Operator T on the communication service with certain SLA. As the manufacturing activity is not consistent, Operator T provides a replaceable SLA which can be used during off-peak time. This replaceable SLA can reduce energy consumption by changing the energy state of network functions used locally (e.g. to “energy saving” state), and the action can be activated either by pre-configured policy or by notification from Factory F.;POSSIBLE;The system shall provide end-to-end latency of 20 ms or less for AGV transporting services and local data processing using computing vision in Factory F, as specified in 3GPP TS 22.261 for ultra-reliable low-latency communications (URLLC).
22882-j00;5.14.1	Description;Up until now usually a system is designed to finish compute tasks as soon as possible (high throughput) and indicate results to the requester as soon as possible (low latency). However, some compute tasks have flexibility in both when and where they are executed, i.e., such type of workload could be executed in any computing node and tolerate some delays if the workload gets completed within certain given deadline. For example, some of AI/ML training, simulation, and video processing tasks might not require a quick response, which would allow flexibility to delay the execution of the related workloads in a computing node until, e.g., the utilized energy is deemed satisfactory in terms of GHG emissions. Such flexibility further allows to route workloads to a computing node using the (most) sustainable energy sources at that moment. As part of service, 3GPP system is able to execute compute tasks in a sustainable way by leveraging such flexibility.;POSSIBLE;The system shall be capable of executing compute tasks within a specified deadline, allowing for flexibility in when and where they are executed, in order to optimize energy sustainability while meeting the required latency constraints as defined in 3GPP standards.
22882-j00;5.15.2	Pre-conditions;Eva loves our planet, so she subscribes the optional green communication service. Therefore, the operator can determine to use a higher latency but greener network function entities (e.g., located in a faraway but powered by 80%+ renewable energy large scale computing/communication center) to provide services to Eva. ;POSSIBLE;The system shall support a maximum end-to-end latency of up to 100 ms for user plane traffic when utilizing green communication service options, as specified in 3GPP TS 23.501.
22989-j30;4	Overview;FRMCS will adapt 3GPP transport to provide communication to railway users. It eventually will resemble GSM-R and will additionally provide communication capabilities beyond what GSM-R has been able to. It will provide higher data rates, lower data latencies, multimedia communication, and improved communication reliability. FRMCS considers end-to-end use cases and also provides requirements that might or might not be in scope of 3GPP existing specifications. To facilitate smooth migration from legacy communication systems (e.g. GSM) to FRMCS, interworking requirements between legacy communication systems and FRMCS are provided.;POSSIBLE;The system shall provide end-to-end latency of less than or equal to 20 ms for mission-critical communications, as specified in the 3GPP standards for FRMCS.
22989-j30;6.18.1	Introduction;Due to its safety relevance, train integrity information exchange requires a very high reliable communication as well as very low packet data latency.;POSSIBLE;The system shall ensure that the packet data latency for train integrity information exchange is within the bounds specified in 3GPP standards for ultra-reliable low-latency communication (URLLC) use cases.
22989-j30;6.23.2	Description;Due to its safety relevance, the radio communication requires very high reliability as well as very low latency. In order to achieve high reliability and low latency, Virtual Coupling system may use combined On-and Off-network communication mode depending on the proximity.;POSSIBLE;The system shall provide a maximum one-way latency of 50 ms for radio communications in safety-relevant scenarios, as per the requirements for ultra-high reliability and low latency defined in the 3GPP standards.
22989-j30;6.23.3.3	Service flows;The FRMCS System establishes a data bearer services for Virtual Coupling data communication which matches to the application category of VERY CRITICAL DATA, the latency attributes of ULTRA-LOW and the reliability attributes of ULTRA-HIGH (see 12.10).;POSSIBLE;The system shall provide an end-to-end latency of less than or equal to 20 ms for Virtual Coupling data communication.
22989-j30;12.10.2.3	Service flows;The range of latency and reliability requirements have a certain dependency on the speed of the trains. In general, the requirement is that the service attributes can be guaranteed up to 500kmh-1. Certain combinations of latency and reliability apply only to Low Speed (≤ 40kmh-1). ;POSSIBLE;The system shall guarantee the service attributes for speeds up to 500 km/h and support specific combinations of latency and reliability for speeds not exceeding 40 km/h.
22989-j30;12.10.2.3	Service flows;The applications are considered as real-time when the FRMCS functional requirement for the latency is specified as “Low” and “Ultra Low”, according to table 12.10 1.;POSSIBLE;"The system shall ensure that applications with ""Low"" or ""Ultra Low"" latency requirements, as defined in 3GPP Table 12.10-1, are considered real-time and meet the FRMCS functional requirement for latency."
22989-j30;12.10.2.3	Service flows;Talker assignment time comprises the timeframe between talker request and the permission to talk applicable to group communication. This timeframe shall be lower than 300ms. Talker assignment time assumes that a group communication has been set up.;POSSIBLE;The system shall ensure that the talker assignment time for group communications is less than or equal to 300 milliseconds from the point of talker request to the permission to talk being granted.
22989-j30;12.11.3	Service flows;Within 300ms, the train driver is connected to the railway emergency call. ;POSSIBLE;The system shall establish a connection between the train driver and the railway emergency call within 300 milliseconds.
22989-j30;12.20.2	Description;In the case of vehicle/train composition, FRMCS Users can take full advantage of the transport facilities of the 3GPP system while ensuring priority, latency and reliability for each communication. FRMCS User and the associated communication applications need to be decoupled from the FRMCS Equipment.;POSSIBLE;The system shall provide a maximum one-way latency of less than or equal to 20 ms for FRMCS communications in vehicle/train composition scenarios.
